POI,subway_station,subway_station,subway_station,police,police,police,primary_school,primary_school,primary_school,university,university,university,library,library,library,night_club,night_club,night_club,shopping_mall,shopping_mall,shopping_mall,supermarket,supermarket,supermarket,bus_station,bus_station,bus_station,park,park,park,church,church,church,hospital,hospital,hospital
建國北路二段２５８巷１３號四樓,1,3,4,0,3,4,1,6,9,1,23,31,4,8,13,0,14,60,2,8,15,6,26,39,10,26,40,9,39,60,7,30,52,7,23,58
三合街一段７５號四樓,1,3,7,0,2,11,1,3,18,0,5,32,1,2,17,2,3,11,0,2,3,3,10,40,4,13,31,12,32,60,2,12,51,1,6,60
天母東路７５之２號二樓,0,0,3,0,1,12,1,6,21,3,5,55,3,8,24,0,2,8,2,5,11,3,15,47,0,0,26,8,16,60,1,16,60,1,7,60
尊賢街２６４巷４０號四樓,1,2,7,0,7,12,3,5,21,1,21,33,2,7,19,0,3,12,1,3,12,7,11,58,3,12,43,6,27,60,6,14,60,2,10,60
南京東路三段３０３巷７弄５號六樓,1,3,5,2,6,8,2,8,11,5,32,36,4,16,23,4,15,30,11,20,41,4,23,34,9,25,46,11,56,60,9,46,60,23,41,60
民權東路三段１０３巷２１號三樓之１,1,2,4,1,3,4,1,2,4,0,20,25,0,5,12,1,4,8,2,13,17,4,19,26,7,21,34,4,27,55,4,20,28,5,16,38
松勇路６９巷８號八樓,1,3,4,8,11,12,2,6,7,1,7,23,0,9,16,9,16,24,11,33,34,4,12,23,4,18,25,7,36,60,0,21,42,0,15,39
吳興街６００巷２０之２號四樓,0,0,11,0,1,18,1,2,21,2,16,57,2,3,33,0,2,38,0,1,40,3,6,60,0,1,58,5,21,60,4,7,60,0,21,60
寧夏路４５巷３２號三樓,1,4,8,3,21,27,4,9,12,3,11,30,5,20,25,2,49,60,6,46,60,5,18,28,1,24,49,13,34,56,9,41,60,7,41,60
敬業三路１６２巷１０８號三樓,0,1,9,0,1,16,2,4,22,0,0,60,0,2,27,0,1,13,1,11,48,0,8,60,2,11,60,15,35,60,1,7,60,2,5,60
金龍路２２２巷２號四樓之３,0,1,6,0,1,10,0,1,13,0,9,34,0,2,12,1,2,6,0,1,17,2,8,40,0,7,40,3,18,60,3,10,53,0,12,60
政大三街５１號四樓,0,0,3,1,1,6,1,2,11,0,13,20,5,11,17,0,0,1,0,0,0,1,2,16,0,1,24,10,21,60,0,5,37,0,1,8
寧夏路２０號十樓之５,0,5,7,2,22,30,3,6,11,2,12,27,7,20,26,4,18,60,15,51,60,11,16,21,4,35,53,9,33,49,9,34,60,8,48,60
溫泉路１４５之２號四樓,0,0,0,0,0,5,0,1,6,0,4,9,0,2,4,0,0,0,0,0,1,0,0,8,0,0,23,0,1,21,0,0,7,0,1,4
小北街２８號六樓之２,1,2,6,3,5,17,1,3,19,9,10,43,0,6,22,2,5,14,7,8,24,1,7,46,9,14,46,5,28,60,4,23,60,1,30,60
小北街２８號七樓之６,1,2,6,3,5,17,1,3,19,9,10,43,0,6,22,2,5,14,7,8,24,1,7,46,9,14,46,5,28,60,4,23,60,1,30,60
芝玉路一段２２２號二樓之１,0,0,4,0,2,14,1,8,22,0,4,52,2,5,29,0,1,11,1,3,18,4,16,48,0,1,34,4,16,60,7,21,60,28,34,60
新生南路三段６號八樓,0,3,7,1,1,5,4,11,20,8,44,60,4,20,33,0,4,5,0,12,20,4,15,29,7,23,39,16,59,60,13,60,60,4,21,39
永吉路３０巷１０１弄２９號五樓,1,2,7,0,3,12,3,6,11,2,7,11,3,11,15,1,20,30,5,25,42,3,17,30,7,19,34,9,41,60,11,28,52,7,18,33
永吉路１８０巷６６弄４號三樓,0,3,6,0,4,12,4,7,9,2,5,11,2,9,19,1,16,32,1,25,42,6,20,31,4,24,34,10,42,60,11,35,52,6,17,27
臺北市松山區撫遠街４００巷３６號３樓,0,0,0,0,1,5,2,3,4,0,0,1,0,2,2,0,1,1,0,4,9,1,7,17,0,1,6,3,25,44,1,12,14,0,5,7
臺北市松山區八德路四段７２巷１４弄６號,0,4,5,0,3,6,0,6,9,3,9,16,5,13,18,1,13,32,4,14,30,2,18,33,0,15,35,5,32,55,8,45,60,7,44,60
經貿二路１５７巷３６弄５６號八樓,1,3,7,2,4,18,0,4,21,0,0,19,0,1,28,0,1,7,0,0,19,1,7,52,7,18,50,10,24,60,2,10,51,1,6,51
民權東路三段１０３巷１１號四樓,1,2,4,1,3,4,1,2,4,0,20,25,0,5,12,1,4,10,3,13,20,4,19,28,7,21,37,4,30,54,6,20,29,7,26,41
安和路一段２１巷１４號二樓,1,4,5,0,3,6,4,6,13,3,7,17,0,9,22,18,32,39,12,24,34,5,25,39,13,32,46,3,30,54,19,55,60,60,60,60
新生南路一段９７巷３８號六樓,1,3,6,3,8,10,2,4,11,11,15,28,3,15,23,1,8,29,1,22,41,3,16,32,9,24,51,8,38,60,10,37,60,4,33,60
敦化南路一段２５２巷３６號四樓,2,4,6,1,5,8,2,8,16,3,13,23,2,13,16,13,30,42,17,28,32,6,22,39,12,36,46,8,27,56,14,54,60,54,60,60
泰順街５４巷１１號五樓,1,3,5,1,2,3,4,12,16,10,45,60,3,15,31,3,4,5,1,9,18,3,14,25,8,17,34,24,49,60,22,60,60,6,21,35
文林北路１１６號十一樓之１,1,3,6,0,5,15,1,5,24,0,2,51,0,2,29,1,4,14,1,5,24,2,11,60,2,12,46,6,22,60,5,20,60,2,8,60
延平北路八段２巷６３弄２４號二樓,0,0,2,0,0,2,1,1,10,0,0,14,0,0,11,0,0,4,0,1,9,0,0,26,0,0,15,0,4,60,0,0,15,0,0,9
中山北路七段１４巷３２號五樓,0,0,3,0,1,12,2,6,21,2,5,55,4,8,24,1,2,8,2,5,11,6,17,48,0,0,25,8,24,60,6,16,60,2,9,60
環河南路二段１４９巷７號九樓之１,0,1,1,2,8,9,3,6,10,1,2,3,2,4,6,2,10,11,1,6,6,6,12,20,2,10,15,17,38,54,2,11,23,1,19,24
興隆路一段１３８號,1,1,10,1,5,22,2,10,41,1,12,60,0,4,49,2,2,15,1,2,13,5,13,60,2,6,60,13,40,60,3,28,60,1,5,60
木新路二段６６巷１８號四樓,0,0,5,1,3,9,1,5,17,9,19,35,3,14,26,1,1,3,0,0,2,6,11,24,0,3,34,7,24,60,10,22,50,0,6,26
南昌路一段７４巷８號四樓,1,3,5,7,11,13,1,8,12,3,9,32,10,24,38,1,3,3,2,3,9,2,14,26,8,24,35,7,51,60,12,40,60,14,23,56
長安東路二段１１３號,1,3,6,0,3,10,1,6,11,3,20,48,1,10,20,5,41,60,1,19,29,2,18,30,12,32,51,7,51,60,14,39,60,9,30,59
民權東路六段２８０巷４５弄３９號四樓之１,1,2,9,0,2,20,1,5,22,1,3,25,0,3,16,0,0,11,0,1,19,4,10,60,2,7,60,4,30,60,4,6,60,2,16,60
松江路１０８巷３之１號三樓,1,2,7,1,11,17,2,6,6,1,16,30,0,7,28,28,60,60,1,29,39,3,14,28,10,30,47,13,47,60,8,40,60,13,38,60
民權東路六段２９６巷２８號八樓之１,1,2,9,0,2,19,3,6,22,2,2,25,0,3,16,0,0,10,0,1,18,4,10,57,2,9,58,6,25,60,5,7,60,15,16,60
星雲街６８巷８號五樓,0,2,7,1,3,20,1,2,21,0,20,34,0,4,14,2,5,6,1,1,23,5,8,55,4,13,45,5,23,60,9,18,60,10,31,60
向陽路１６２巷１０９號六樓,0,1,8,4,4,18,1,3,26,0,0,18,1,2,29,0,0,15,0,2,30,2,5,52,2,8,52,9,24,60,2,9,60,0,1,60
松河街７７０號四樓之２,1,3,7,2,6,18,1,6,24,0,0,19,0,2,29,0,1,8,0,1,21,1,9,52,8,17,51,9,29,60,2,11,59,1,5,56
吳興街６００巷５６號五樓,0,0,11,0,1,18,0,2,20,1,7,50,2,3,31,0,2,37,0,0,39,2,5,59,0,1,60,5,15,60,1,6,60,0,12,60
信義路五段１５０巷３４２弄２６號三樓,0,1,2,0,10,10,2,3,6,3,15,21,2,4,8,0,3,13,0,1,18,3,5,13,0,3,9,9,25,44,5,11,17,1,23,26
和平東路三段３９１巷２０弄２７號四樓,1,2,13,0,3,26,0,3,30,2,18,60,1,4,52,1,6,55,1,3,56,2,14,60,2,11,60,8,32,60,5,24,60,1,25,60
永吉路１８０巷６６弄２８號二樓,1,2,6,0,4,12,4,7,11,2,7,11,2,9,16,1,19,31,5,26,42,4,20,30,5,21,35,10,39,60,11,33,52,6,18,26
成功路四段１８０號二十八樓,1,2,7,3,4,13,2,3,17,1,9,34,0,1,12,2,5,6,1,1,13,6,10,49,9,11,39,8,30,60,6,17,56,12,12,60
民權東路六段１５０之１號十三樓之１３,0,0,12,1,1,25,1,1,30,3,13,34,3,4,22,0,0,16,1,2,38,2,3,60,0,1,60,6,20,60,3,4,60,15,23,60
民權東路六段１８０巷４２弄１５號十四樓之６,0,0,13,1,1,23,1,1,29,1,13,34,3,4,20,0,0,16,1,2,38,2,3,60,0,2,60,7,21,60,3,4,60,15,22,60
環山路二段５０巷１４弄１９號,0,2,6,0,1,10,0,4,16,0,6,47,0,2,16,0,0,6,0,1,25,1,7,46,0,5,49,7,22,60,0,11,60,0,5,51
文湖街２１巷９１弄１３號五樓,0,1,5,0,0,6,1,2,15,0,2,43,0,3,16,0,1,3,0,7,17,2,7,32,0,7,37,6,24,60,0,4,54,0,0,20
臺北市內湖區大湖山莊街２１９巷５８號４樓,0,2,6,0,3,11,1,1,14,0,1,27,0,0,10,0,1,6,0,0,7,2,3,39,0,6,33,11,24,60,2,5,50,0,3,57
西園路二段２４３號,0,0,1,1,3,8,0,9,11,0,2,2,1,3,6,4,4,8,1,1,4,5,15,24,0,4,14,9,33,55,7,18,21,7,9,18
西園路二段２４３之１號,0,0,1,1,3,8,0,9,11,0,2,2,1,3,6,4,4,8,1,1,4,5,15,25,0,3,14,9,33,55,7,18,21,7,9,18
西園路二段２４３之２號,0,0,1,1,3,8,0,9,11,0,2,2,1,3,6,4,4,8,1,1,4,5,15,25,0,3,14,9,33,55,7,18,21,7,9,18
長沙街二段１４８號十七樓之１,0,2,3,3,13,16,2,4,10,5,10,17,3,11,17,7,27,28,1,25,28,5,19,22,1,30,35,9,26,60,8,13,23,22,40,48
中華路二段４１６巷５８號三樓,0,1,2,1,7,16,3,11,16,1,3,6,2,11,17,1,3,12,0,2,6,8,19,29,3,17,27,7,55,60,10,30,43,0,14,28
臨沂街３２巷３號,1,4,4,3,9,12,1,6,8,4,29,36,8,19,29,0,2,25,0,16,27,3,18,27,3,22,40,9,36,60,10,43,60,6,20,58
中華路二段４１６巷６２號二樓,0,1,2,1,7,15,3,10,16,1,3,6,2,10,17,1,3,12,0,2,6,8,18,29,3,17,25,7,55,60,8,30,45,0,15,28
臺北市北投區行義路130巷24號,0,0,2,0,1,6,0,0,18,0,2,45,0,3,22,0,1,6,0,0,7,2,6,37,0,0,16,3,19,60,0,6,50,0,1,60
臺北市士林區士東路89巷16弄1號5樓,0,0,5,0,1,14,4,10,24,1,8,41,2,9,26,0,2,8,2,7,13,8,25,51,0,2,35,7,23,60,5,25,60,3,60,60
臺北市南港區園區街46號9樓之2,1,4,7,2,6,18,2,4,24,0,0,31,0,3,29,0,2,6,0,5,19,1,4,51,9,22,50,9,35,60,3,11,51,2,5,56
臺北市松山區八德路二段３８３號七樓之１,1,4,5,3,5,8,4,6,10,5,15,48,4,15,22,7,32,46,5,39,44,6,24,34,6,28,50,6,46,60,15,48,60,11,60,60
臺北市南港區東新街１７０巷７弄１５號二樓,0,1,6,0,1,15,1,5,25,0,1,31,0,5,30,0,1,21,0,1,26,0,5,46,0,6,42,14,25,60,1,13,60,0,14,46
臺北市中山區龍江路21巷25號二樓,0,3,6,2,5,8,3,5,10,5,24,47,3,11,17,7,26,46,5,27,51,6,23,28,7,34,55,11,45,60,13,52,60,7,46,60
臺北市萬華區和平西路三段２９０號四樓之７,0,1,1,3,9,9,3,6,9,0,2,8,1,5,9,3,7,12,1,6,6,6,16,25,1,0,17,18,39,48,2,12,25,7,19,42
臺北市大同區承德路三段263號8樓之5,1,1,4,1,6,6,1,6,11,2,15,18,1,5,9,0,9,17,2,6,8,1,7,13,5,11,21,9,34,60,5,24,40,1,17,31
仁愛路四段４１７之１號八樓,1,4,5,0,3,10,2,5,9,1,11,15,2,11,20,6,29,49,2,26,59,8,20,40,6,34,48,6,30,58,12,44,60,32,60,60
忠孝東路三段２４８巷１７號四樓,1,5,5,1,7,8,0,7,15,2,21,26,2,11,23,4,23,36,8,26,41,5,18,32,8,35,54,11,34,60,13,44,60,24,60,60
德行東路９０巷１３弄１０號,0,1,5,1,1,15,1,9,22,1,2,56,1,3,31,0,3,11,2,6,20,7,18,54,2,14,40,9,29,60,10,27,60,29,34,60
西安街一段２９５號,2,2,6,4,7,11,1,7,22,0,12,34,1,9,27,3,4,11,1,1,13,7,15,56,5,9,44,4,22,60,10,21,60,5,52,60
福志路５２巷２６號五樓,0,2,5,0,1,15,1,5,23,0,1,47,1,3,30,0,1,15,0,2,23,3,8,51,2,17,38,9,36,60,10,25,60,2,35,60
中山北路七段１４巷２號九樓,0,0,4,0,1,12,4,6,22,2,6,55,2,10,25,1,2,8,2,5,12,7,18,51,0,1,27,6,25,60,7,17,60,4,29,60
基河路１２８號七樓之３,0,2,6,3,5,19,0,3,17,9,10,51,0,6,21,3,7,19,7,8,25,3,9,45,7,14,45,6,33,60,6,21,60,4,29,60
幸福街１１巷９號,1,2,5,0,3,16,1,5,20,0,1,45,1,3,29,0,1,16,0,1,24,3,6,54,7,17,41,9,36,60,15,26,60,5,56,60
中和街３６８號六樓之６,0,1,5,0,4,4,1,6,13,1,3,10,2,5,7,2,4,7,0,0,2,3,9,19,0,3,21,3,27,60,5,12,26,3,11,23
忠誠路一段１７１巷１２弄５號五樓,0,1,5,0,2,16,1,9,22,0,2,53,1,4,30,0,2,11,0,6,19,5,17,52,0,9,37,7,23,60,6,26,60,29,34,60
基河路１２８號九樓之１７,0,2,6,3,5,19,0,3,17,9,10,51,0,6,21,3,7,19,7,8,25,3,9,45,7,14,45,6,33,60,6,21,60,4,29,60
中山北路七段１１４巷３４弄５號,0,0,3,1,1,11,0,5,18,1,4,54,4,5,21,1,1,8,0,2,11,3,11,44,0,0,22,7,18,60,5,9,60,1,5,60
葫蘆街８１號四樓,0,0,0,1,2,5,1,2,6,0,0,2,1,4,8,0,2,4,2,5,7,1,5,18,2,3,5,4,21,41,3,10,19,0,3,7
致遠二路９５巷９號四樓,1,2,7,0,7,12,4,5,22,4,22,35,4,8,24,0,3,12,1,2,13,7,16,57,4,12,42,7,27,60,9,15,60,6,30,60
大南路３９５號四樓,0,0,5,2,2,18,0,1,18,0,2,23,2,7,21,1,4,15,0,6,25,3,9,47,0,4,44,7,26,60,1,12,60,3,28,60
華齡街１８５巷１號九樓,0,2,5,2,5,18,1,3,19,2,10,31,1,4,20,2,7,21,2,10,26,3,9,47,2,8,46,4,26,60,7,13,60,3,9,60
中山北路六段４５０巷１２號四樓之２,0,0,5,0,1,14,4,9,24,1,9,43,2,9,27,0,3,8,2,5,12,8,21,52,0,2,35,7,25,60,3,28,60,3,35,60
羅斯福路三段５１號十樓,2,2,5,0,2,4,4,10,17,12,23,44,1,17,25,2,4,6,3,6,16,4,16,32,7,16,29,18,51,60,15,60,60,8,31,44
辛亥路二段１６７號四樓,0,1,17,0,1,23,1,9,46,31,60,60,12,21,60,1,2,54,1,5,56,1,12,60,4,14,60,9,38,60,7,37,60,0,18,60
指南路三段８７號二樓,0,0,3,0,1,5,1,3,12,0,13,19,1,11,20,0,0,1,0,0,0,0,2,17,0,1,24,10,19,60,0,4,37,0,1,8
木柵路二段１０９巷１１０號七樓,0,1,7,1,2,15,2,6,25,0,5,47,2,6,30,0,0,6,0,0,5,1,8,40,3,4,46,4,30,60,5,19,60,3,6,41
臺北市北投區稻香路１７０號,0,1,5,1,1,4,0,2,11,2,3,23,1,2,9,0,2,7,0,0,0,0,4,20,2,4,18,3,11,60,0,2,26,0,1,27
國興路１巷１１號九樓之３,0,0,1,2,5,17,0,10,17,0,2,4,1,12,20,1,4,5,0,0,0,2,10,27,0,8,15,11,41,60,6,29,46,4,5,24
星雲街１６８巷３５號十五樓之２,1,2,7,2,4,19,1,4,20,1,9,32,0,1,12,0,4,6,0,1,17,2,9,55,3,11,46,7,27,60,6,14,60,0,28,60
成功路四段３６３號,1,2,6,3,3,13,1,3,14,0,1,31,0,0,10,2,3,6,0,0,10,2,7,42,4,8,40,11,32,60,5,11,54,2,6,60
林森北路４８１號九樓之６,1,4,8,2,2,19,3,7,12,4,20,26,3,12,21,34,56,60,6,15,32,9,20,30,2,20,45,11,42,60,11,40,60,29,49,60
中山北路一段１０１號六樓之２,1,5,8,7,20,26,0,5,9,2,16,41,6,18,30,41,60,60,17,48,60,1,14,27,12,35,53,9,38,60,14,43,60,9,53,60
陽光街６８巷６３號七樓,1,1,8,0,3,17,0,3,25,0,10,34,0,5,15,2,3,9,0,3,31,2,15,59,4,11,43,7,21,60,6,25,60,1,32,60
新東街３巷７號,0,1,1,1,4,5,2,6,8,0,4,7,1,3,7,0,8,9,1,3,15,8,20,34,2,6,11,7,35,56,6,28,41,5,23,32
敦化北路２４４巷４１號二樓,1,2,4,1,3,8,1,3,6,0,23,27,2,7,12,2,5,10,3,14,22,3,13,33,12,21,35,8,38,60,8,21,41,8,28,51
林口街５２巷１１之３號,1,2,4,1,6,8,1,7,13,1,3,5,1,10,14,6,10,15,0,1,12,7,16,22,3,9,18,7,43,60,10,29,40,5,13,32
市民大道四段７３號二樓,0,4,5,1,6,6,3,8,12,3,13,23,5,13,24,8,37,43,17,36,43,8,22,32,5,28,42,7,34,60,15,59,60,26,60,60
玉成街１４０巷１１弄４號七樓,1,3,10,1,4,21,4,9,25,1,1,18,2,10,28,2,13,40,1,5,60,6,16,60,4,14,53,16,47,60,12,28,60,16,27,57
內江街５７號六樓,1,4,6,4,12,18,1,5,7,7,21,28,6,14,23,18,26,31,18,27,41,10,15,21,15,31,53,9,26,60,7,21,34,22,47,60
民生西路１０１號,1,5,8,4,18,26,4,9,14,4,12,30,4,20,26,2,60,60,3,43,58,3,21,33,1,24,47,9,37,60,5,47,60,13,49,60
衡陽路２６號十二樓之１,2,6,8,5,15,35,1,6,8,15,37,46,10,26,45,5,26,29,6,42,55,1,12,26,13,56,60,10,24,60,12,31,54,19,60,60
新生北路三段８５號三樓之１,0,4,5,0,4,6,3,3,7,4,20,21,2,7,13,5,27,45,0,9,16,7,19,33,0,15,28,15,39,60,9,31,43,11,28,52
五分街１１３號五樓,0,2,7,3,5,18,1,5,21,0,0,17,1,1,24,0,0,9,0,2,18,9,15,51,0,14,47,11,28,60,4,11,60,3,3,53
松江路６３巷１號八樓之２,1,2,5,1,4,18,1,6,7,1,19,48,0,10,26,5,60,60,8,15,35,2,14,31,10,33,49,9,50,60,15,46,60,12,27,57
內湖路三段６０巷１２弄５２號,0,1,6,0,1,11,1,2,13,0,9,34,0,2,11,1,3,6,0,1,10,2,7,35,0,7,34,6,24,60,2,12,50,1,12,60
環山路二段５３巷６弄２１號,0,2,7,0,3,11,3,5,21,0,10,46,0,3,16,0,0,7,1,3,32,3,12,52,1,8,51,9,27,60,6,14,60,3,9,56
金湖路７９號九樓,1,2,6,2,4,18,1,3,19,1,1,32,0,0,10,2,4,6,0,1,12,2,9,49,4,11,42,8,30,60,7,16,58,4,13,60
陽光街１６１巷１２之１５號四樓,1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
大湖街１６０巷２２弄７號,1,2,7,3,3,13,0,3,18,0,1,31,0,0,10,2,3,6,0,0,10,2,6,45,4,8,45,11,26,60,4,11,58,2,6,60
林森北路１０７巷４１號五樓之１,0,4,8,4,17,23,1,4,8,1,15,42,1,16,30,45,60,60,1,33,60,4,12,26,5,35,57,10,42,60,7,47,60,8,41,60
陽光街１６１巷１２之１０號四樓,1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
陽光街１６１巷１２之７號二樓,1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
林森北路５３６號四樓之２,1,4,6,1,2,15,3,7,12,9,21,24,3,11,18,26,51,60,5,11,21,8,18,34,3,18,39,12,44,60,17,40,58,19,48,60
合江街２９號二樓,0,4,4,1,3,8,0,4,12,23,30,35,2,9,20,3,24,35,1,17,31,4,20,38,8,39,55,19,51,60,8,44,60,3,43,60
康樂街１５９號五樓,0,0,0,3,6,19,1,3,23,0,0,60,2,7,20,11,22,52,6,24,60,5,10,44,0,4,19,7,32,60,3,15,60,25,37,60
民權東路六段１８０巷４２弄１１號七樓之１,0,0,13,1,1,23,1,1,29,1,13,34,3,4,20,0,0,16,1,2,38,2,3,60,0,2,60,7,21,60,3,4,60,15,22,60
下崙路１１巷７號四樓,0,0,8,1,2,15,4,7,30,0,3,48,3,9,34,0,2,8,0,0,5,3,14,55,3,5,50,19,32,60,8,20,60,4,5,60
辛亥路六段３５號六樓之３,0,0,9,0,1,17,2,7,34,3,10,55,3,8,36,1,1,10,0,0,8,1,4,60,2,7,50,3,26,60,3,16,60,0,3,60
樟新街８巷５弄９號四樓,0,0,12,1,1,20,0,2,34,0,1,49,2,3,44,0,1,14,0,4,11,3,9,60,0,4,60,6,19,60,1,5,60,0,4,60
久康街５８號五樓,0,0,7,1,2,14,3,5,24,3,11,45,3,7,29,0,1,4,0,0,4,4,10,35,3,3,46,6,32,60,6,27,60,2,6,32
指南路三段９９號六樓,0,0,3,0,1,5,1,3,12,0,13,19,1,11,20,0,0,1,0,0,0,0,2,17,0,2,24,10,20,60,0,3,37,0,1,8
興隆路三段２０７巷１４弄１０號,0,2,8,0,2,15,0,8,26,0,8,47,0,6,30,0,0,6,0,0,5,1,3,43,0,12,50,3,30,60,4,14,60,1,17,42
辛亥路五段９１號二樓,0,2,8,2,4,19,2,8,33,6,12,60,2,3,35,1,2,11,0,0,9,2,8,52,2,7,58,4,26,60,4,17,60,1,19,60
大亨路２８號,0,0,0,0,2,7,0,0,4,0,3,16,0,2,6,0,0,1,0,0,0,0,2,8,0,2,14,1,9,60,0,7,12,0,1,2
實踐街６５號四樓,0,2,7,0,7,12,2,5,20,1,17,33,3,7,22,0,3,11,0,2,14,5,14,56,0,12,42,6,25,60,7,15,60,4,12,60
泉源路２９之４號五樓,0,1,5,0,1,4,2,4,13,1,1,25,0,2,9,0,3,7,0,0,2,1,7,24,1,1,22,10,29,60,4,15,29,8,15,31
大度路三段３０１巷２８弄１６號五樓,1,1,3,2,2,4,2,3,5,2,5,36,1,2,12,1,1,1,0,0,3,2,7,16,1,1,7,6,14,41,6,7,22,2,6,18
明德路２６３號五樓,0,2,6,0,5,10,1,8,22,4,8,42,3,10,27,3,4,10,0,3,13,4,23,53,1,8,43,7,27,60,5,24,60,21,60,60
新生南路一段１２３號四樓,1,3,6,3,5,12,3,5,10,3,21,36,7,15,26,1,2,13,0,18,29,3,16,32,6,21,40,11,39,60,9,41,60,6,20,60
松仁路３０８巷９３號四樓,0,0,11,0,1,18,0,2,19,2,6,46,2,3,31,0,2,38,0,0,39,3,4,60,0,1,60,5,15,60,1,6,60,0,10,60
松德路１１７號七樓,1,3,4,1,11,11,3,6,10,2,4,8,2,8,15,3,15,24,0,19,32,4,19,24,1,9,25,9,37,60,12,24,38,5,16,23
三民路１８號五樓之３,1,1,3,0,4,7,2,7,12,3,9,10,1,6,16,5,8,13,1,8,11,9,21,32,4,8,17,8,35,60,10,40,60,7,32,43
新東街２６巷３５號二樓,0,1,1,1,4,4,1,5,7,0,3,5,1,3,3,0,5,9,1,10,17,5,17,32,1,6,7,11,35,53,2,21,33,3,9,25
松河街４８０號六樓,0,1,9,4,4,19,0,3,25,0,0,17,0,2,21,0,0,15,0,0,33,0,2,59,1,8,60,7,22,60,0,8,60,1,1,60
寧安街５巷１２號二樓,1,4,5,2,8,9,3,8,12,0,12,19,7,16,24,2,18,33,1,20,42,4,18,37,2,18,35,10,36,60,21,47,60,11,60,60
吳興街３２０巷５９號二樓之１,0,2,12,1,7,20,2,4,28,15,19,60,3,7,46,2,8,60,1,8,60,4,13,60,1,11,60,5,32,60,7,19,60,21,25,60
信義路五段１２７號七樓之１４,1,2,4,3,10,11,2,3,10,2,5,8,2,6,13,0,15,26,0,25,33,2,12,22,0,11,22,11,36,58,5,15,37,3,11,21
吳興街２８４巷２４弄３０號五樓,0,2,12,1,2,19,1,4,26,15,20,60,2,6,50,1,6,59,1,3,60,0,14,60,2,13,60,6,30,60,3,23,60,19,25,60
忠孝東路五段７１巷３弄３２號三樓,1,3,7,0,8,12,0,6,9,3,5,12,3,12,18,4,20,30,13,35,41,3,16,29,8,22,31,8,37,60,9,26,52,8,15,33
臺北市信義區松山路521號4F,1,2,5,1,6,13,1,8,11,2,3,6,1,11,13,6,11,20,0,1,27,7,16,24,2,10,24,8,42,60,12,27,40,6,15,34
臥龍街２４６之１號四樓,1,2,13,1,1,25,0,1,37,0,11,60,1,5,53,0,4,42,1,2,45,2,11,60,1,11,60,11,29,60,6,13,60,1,6,60
和平東路三段６８號十一樓之１,1,2,16,0,5,28,1,7,41,10,30,60,1,12,60,2,9,60,1,6,60,9,25,60,4,16,60,7,36,60,15,42,60,4,16,60
信義路二段２０８號七樓之２、七樓之３,2,2,6,0,5,7,4,6,14,5,22,47,4,19,34,0,0,2,7,12,19,8,18,30,8,21,41,12,44,60,10,32,60,11,18,46
信義路四段２６５巷４６號三樓,1,4,6,2,3,12,2,8,10,4,12,30,3,11,17,3,26,48,2,15,57,10,25,43,13,30,50,7,34,54,10,49,60,26,60,60
臺北市大安區臨江街40巷4號5樓,0,3,4,1,4,10,2,5,13,4,24,37,0,9,18,3,13,26,3,11,23,7,31,43,9,27,39,7,33,53,17,40,60,3,59,60
文化三路１９號三樓,0,2,2,0,3,8,1,4,19,0,0,7,1,1,7,0,3,5,0,4,19,4,21,49,4,6,16,4,18,60,1,7,32,5,34,39
仙岩路２２巷３１號十樓之３,0,1,9,3,3,21,4,8,33,3,17,60,1,3,36,1,3,12,0,0,11,4,8,59,0,8,59,7,30,60,7,24,60,2,20,60
三福街５巷４號三樓,1,2,10,4,6,24,4,9,39,3,10,60,0,6,42,1,2,15,1,1,16,5,16,60,8,13,56,13,32,60,16,31,60,4,13,60
景隆街１巷１０弄１１號四樓,1,2,10,1,7,21,2,10,43,0,13,60,0,3,48,2,2,15,1,2,13,7,14,60,2,12,60,15,40,60,6,28,60,2,7,60
金華街３０之２號一樓,1,3,5,1,9,14,0,10,12,3,24,37,7,27,40,0,2,5,2,10,15,2,20,24,8,27,38,8,35,60,12,51,60,15,29,59
內湖路三段７２巷２５號四樓,1,1,7,0,3,10,1,3,14,1,9,34,0,2,11,2,4,6,0,1,10,3,9,38,4,9,39,6,26,60,3,14,51,1,12,60
明水路５２６巷５６號六樓之３,0,2,7,0,0,15,1,5,21,0,5,60,1,3,27,0,1,7,2,11,41,2,12,60,2,12,60,11,33,60,3,13,60,4,6,60
星雲街４０號九樓,0,2,7,1,3,18,1,2,20,0,20,34,0,4,14,2,4,6,1,1,23,5,9,57,4,13,46,2,23,60,9,19,60,10,30,60
龍江路３５８號七樓,0,1,3,0,2,3,1,3,4,0,19,24,0,4,9,0,2,8,5,6,10,11,19,26,4,18,32,4,18,51,3,18,30,1,13,22
承德路二段４６號八樓之４,2,5,8,5,21,31,3,8,13,3,11,30,3,21,26,2,60,60,11,53,60,2,20,29,4,27,53,11,34,58,6,41,60,9,39,60
